subjet,eda,bvp,temp,emotion
6,0.44,-14.26,37.0,0
6,0.44,-104.12,37.0,0
6,0.44,-15.07,37.0,0
6,0.44,42.19,37.0,0
6,0.44,-74.47,37.05,0
6,0.44,77.73,37.05,0
6,0.44,-49.77,37.05,0
6,0.44,-18.48,37.05,0
6,0.44,51.19,36.99,0
6,0.44,67.9,36.99,0
6,0.44,6.09,36.99,0
6,0.44,-12.1,36.99,0
6,0.44,-5.36,37.0,0
6,0.44,14.78,37.0,0
6,0.44,-3.22,37.0,0
6,0.44,-4.22,37.0,0
6,0.44,26.93,37.03,0
6,0.44,-9.57,37.03,0
6,0.44,7.17,37.03,0
6,0.44,20.21,37.03,0
6,0.44,-12.57,37.03,0
6,0.44,-69.71,37.03,0
6,0.43,34.01,37.03,0
6,0.47,-4.93,37.03,0
6,0.58,-108.52,37.0,0
6,0.5,3.8,37.0,0
6,0.45,298.43,37.0,0
6,0.42,-216.86,37.0,0
6,0.45,26.02,36.81,0
6,0.46,-63.72,36.81,0
6,0.49,36.31,36.81,0
6,0.52,-210.08,36.81,0
6,0.54,552.33,36.93,0
6,0.56,-173.87,36.93,0
6,0.51,-273.6,36.93,0
6,0.47,553.71,36.93,0
6,0.41,-34.75,36.84,0
6,0.38,-377.19,36.84,0
6,0.42,-9.81,36.84,0
6,0.42,342.54,36.84,0
6,0.44,37.89,36.87,0
6,0.46,-252.42,36.87,0
6,0.49,107.31,36.87,0
6,0.5,-180.91,36.87,0
6,0.51,203.36,36.87,0
6,0.52,125.23,36.87,0
6,0.52,17.45,36.87,0
6,0.52,-9.97,36.87,0
6,0.52,-20.75,36.87,0
6,0.49,34.15,36.87,0
6,0.48,-45.14,36.87,0
6,0.48,-12.15,36.87,0
6,0.47,-59.72,36.89,0
6,0.45,68.06,36.89,0
6,0.42,-87.92,36.89,0
6,0.4,196.26,36.89,0
6,0.42,114.6,36.91,0
6,0.44,-422.21,36.91,0
6,0.47,9.67,36.91,0
6,0.48,-5.89,36.91,0
6,0.5,-11.11,36.91,0
6,0.51,70.76,36.91,0
6,0.51,121.57,36.91,0
6,0.51,-210.57,36.91,0
6,0.52,-23.17,36.91,0
6,0.53,9.47,36.91,0
6,0.54,-90.95,36.91,0
6,0.53,37.96,36.91,0
6,0.53,74.17,36.89,0
6,0.53,-63.26,36.89,0
6,0.0,-0.03,36.95,0
6,0.09,5.06,36.95,0
6,0.14,17.91,36.95,0
6,0.14,79.34,36.95,0
6,0.14,228.25,36.95,0
6,0.14,-486.5,36.95,0
6,0.14,-5.9,36.95,0
6,0.14,156.15,36.95,0
6,0.14,46.78,36.97,0
6,0.14,4.05,36.97,0
6,0.14,0.17,36.97,0
6,0.14,0.87,36.97,0
6,0.14,3.83,36.93,0
6,0.14,14.44,36.93,0
6,0.14,10.77,36.93,0
6,0.14,-30.85,36.93,0
6,0.14,-31.36,36.95,0
6,0.14,39.16,36.95,0
6,0.14,-49.18,36.95,0
6,0.14,-25.9,36.95,0
6,0.14,150.72,36.95,0
6,0.14,105.98,36.95,0
6,0.13,-65.24,36.95,0
6,0.14,-131.55,36.95,0
6,0.13,-26.56,36.93,0
6,0.14,-5.19,36.93,0
6,0.14,-17.72,36.93,0
6,0.14,-66.2,36.93,0
6,0.14,38.28,36.91,0
6,0.14,31.61,36.91,0
6,0.14,-21.47,36.91,0
6,0.14,-23.28,36.91,0
6,0.14,60.76,36.91,0
6,0.13,28.04,36.91,0
6,0.14,-44.76,36.91,0
6,0.14,-37.93,36.91,0
6,0.14,87.27,36.89,0
6,0.13,73.58,36.89,0
6,0.14,1.2,36.89,0
6,0.13,-44.64,36.89,0
6,0.14,8.02,36.89,0
6,0.14,4.19,36.89,0
6,0.14,-4.16,36.89,0
6,0.14,1.2,36.89,0
6,0.13,52.63,36.89,0
6,0.14,20.51,36.89,0
6,0.13,-0.55,36.89,0
6,0.13,-25.35,36.89,0
6,0.13,-50.37,36.84,0
6,0.14,-15.45,36.84,0
6,0.14,-13.61,36.84,0
6,0.14,9.61,36.84,0
6,0.13,-28.92,36.84,0
6,0.14,4.71,36.84,0
6,0.13,78.88,36.84,0
6,0.13,-16.8,36.84,0
6,0.13,-50.9,36.87,0
6,0.13,-68.67,36.87,0
6,0.13,-10.22,36.87,0
6,0.14,1.28,36.87,0
6,0.13,-18.57,36.83,0
6,0.13,-7.63,36.83,0
6,0.13,27.26,36.83,0
6,0.13,47.98,36.83,0
6,0.13,43.34,36.83,0
6,0.13,9.09,36.83,0
6,0.13,-55.77,36.83,0
6,0.13,3.12,36.83,0
6,0.13,10.17,36.79,0
6,0.13,3.13,36.79,0
6,0.13,-22.35,36.79,0
6,0.13,-22.94,36.79,0
6,0.13,-13.39,36.81,0
6,0.13,-10.38,36.81,0
6,0.13,-7.98,36.81,0
6,0.13,61.67,36.81,0
6,0.13,90.22,36.77,0
6,0.13,-72.36,36.77,0
6,0.13,-48.31,36.77,0
6,0.13,27.41,36.77,0
6,0.13,-16.56,36.77,0
6,0.13,56.35,36.77,0
6,0.13,-39.11,36.77,0
6,0.13,53.24,36.77,0
6,0.13,-5.76,36.75,0
6,0.13,-50.87,36.75,0
6,0.13,25.3,36.75,0
6,0.13,95.82,36.75,0
6,0.13,57.74,36.73,0
6,0.13,-60.9,36.73,0
6,0.13,-62.48,36.73,0
6,0.13,-18.36,36.73,0
6,0.13,-23.34,36.75,0
6,0.13,-7.09,36.75,0
6,0.13,-30.09,36.75,0
6,0.13,26.3,36.75,0
6,0.13,109.11,36.77,0
6,0.13,-78.01,36.77,0
6,0.13,-55.73,36.77,0
6,0.13,-51.01,36.77,0
6,0.13,11.11,36.77,0
6,0.13,21.7,36.77,0
6,0.13,1.44,36.77,0
6,0.13,-43.84,36.77,0
6,0.13,14.72,36.73,0
6,0.13,31.51,36.73,0
6,0.13,34.84,36.73,0
6,0.13,-19.81,36.73,0
6,0.13,-3.74,36.73,0
6,0.13,40.92,36.73,0
6,0.13,32.82,36.73,0
6,0.13,-20.28,36.73,0
6,0.13,-63.49,36.73,0
6,0.13,42.91,36.73,0
6,0.13,24.34,36.73,0
6,0.13,7.25,36.73,0
6,0.13,-29.07,36.73,0
6,0.13,25.55,36.73,0
6,0.0,-0.03,37.0,0
6,0.3,5.06,37.0,0
6,0.37,17.91,37.0,0
6,0.37,79.34,37.0,0
6,0.37,228.25,37.0,0
6,0.37,-486.5,37.0,0
6,0.37,-5.9,37.0,0
6,0.37,156.15,37.0,0
6,0.37,46.78,37.0,0
6,0.37,4.05,37.0,0
6,0.37,0.17,37.0,0
6,0.37,0.85,37.0,0
6,0.37,3.32,36.99,0
6,0.37,12.67,36.99,0
6,0.37,2.21,36.99,0
6,0.37,-44.43,36.99,0
6,0.37,16.7,36.99,0
6,0.38,23.78,36.99,0
6,0.38,23.03,36.99,0
6,0.38,26.79,36.99,0
6,0.39,-101.32,36.97,0
6,0.38,18.34,36.97,0
6,0.39,89.2,36.97,0
6,0.39,-52.23,36.97,0
6,0.39,-117.47,36.97,0
6,0.39,45.63,36.97,0
6,0.37,59.43,36.97,0
6,0.37,-85.99,36.97,0
6,0.38,-152.18,36.95,0
6,0.39,0.84,36.95,0
6,0.37,211.06,36.95,0
6,0.38,-103.74,36.95,0
6,0.39,98.38,36.99,0
6,0.39,481.98,36.99,0
6,0.39,52.14,36.99,0
6,0.39,-261.94,36.99,0
6,0.4,-265.09,37.0,0
6,0.39,-136.48,37.0,0
6,0.38,68.48,37.0,0
6,0.38,107.2,37.0,0
6,0.39,64.42,36.97,0
6,0.39,-94.38,36.97,0
6,0.38,-59.73,36.97,0
6,0.37,-173.64,36.97,0
6,0.37,90.56,36.95,0
6,0.37,415.1,36.95,0
6,0.37,145.84,36.95,0
6,0.37,-163.6,36.95,0
6,0.37,9.67,36.95,0
6,0.37,-1.6,36.95,0
6,0.37,-104.46,36.95,0
6,0.37,64.87,36.95,0
6,0.37,62.94,36.93,0
6,0.37,-9.34,36.93,0
6,0.37,-1.36,36.93,0
6,0.37,-18.59,36.93,0
6,0.37,-50.83,36.93,0
6,0.37,-82.19,36.93,0
6,0.37,64.61,36.93,0
6,0.37,0.46,36.93,0
6,0.37,-29.06,36.95,0
6,0.37,54.3,36.95,0
6,0.37,52.44,36.95,0
6,0.37,-26.76,36.95,0
6,0.37,-23.15,36.91,0
6,0.37,52.3,36.91,0
6,0.37,7.07,36.91,0
6,0.37,-123.78,36.91,0
6,0.37,22.23,36.93,0
6,0.37,30.25,36.93,0
6,0.37,-27.81,36.93,0
6,0.37,56.31,36.93,0
6,0.37,52.06,36.91,0
6,0.37,11.3,36.91,0
6,0.37,-45.92,36.91,0
6,0.37,58.86,36.91,0
6,0.37,-38.99,36.89,0
6,0.37,-62.39,36.89,0
6,0.37,32.39,36.89,0
6,0.37,33.86,36.89,0
6,0.37,-2.83,36.91,0
6,0.37,-79.64,36.91,0
6,0.37,51.67,36.91,0
6,0.37,43.45,36.91,0
6,0.37,-44.49,36.91,0
6,0.37,-23.02,36.91,0
6,0.37,38.9,36.91,0
6,0.37,-12.93,36.91,0
6,0.38,-55.08,36.91,0
6,0.38,71.5,36.91,0
6,0.38,46.87,36.91,0
6,0.38,0.21,36.91,0
6,0.38,-75.59,36.91,0
6,0.38,49.96,36.91,0
6,0.38,-9.26,36.91,0
6,0.38,-147.38,36.91,0
6,0.38,86.72,36.91,0
6,0.38,154.23,36.91,0
6,0.38,-7.27,36.91,0
6,0.38,-104.53,36.91,0
6,0.39,57.64,36.89,0
6,0.39,92.32,36.89,0
6,0.39,28.58,36.89,0
6,0.39,65.7,36.89,0
6,0.39,-24.68,36.89,0
6,0.39,-41.48,36.89,0
6,0.39,-182.15,36.89,0
6,0.39,10.98,36.89,0
6,0.39,33.93,36.89,0
6,0.39,-46.36,36.89,0
6,0.39,-22.61,36.89,0
6,0.39,36.97,36.89,0
6,0.39,9.16,36.89,0
6,0.39,-89.56,36.89,0
6,0.39,63.18,36.89,0
6,0.39,46.79,36.89,0
6,0.39,-45.84,36.87,0
6,0.39,10.91,36.87,0
6,0.0,-0.03,32.57,0
6,0.3,5.06,32.57,0
6,0.39,17.91,32.57,0
6,0.4,79.34,32.57,0
6,0.38,228.25,32.57,0
6,0.39,-486.5,32.57,0
6,0.39,-5.9,32.57,0
6,0.42,156.15,32.57,0
6,0.43,46.78,32.55,0
6,0.44,4.05,32.55,0
6,0.45,0.4,32.55,0
6,0.46,1.53,32.55,0
6,0.47,7.05,32.53,0
6,0.48,23.74,32.53,0
6,0.49,-15.58,32.53,0
6,0.5,-18.88,32.53,0
6,0.5,-23.22,32.53,0
6,0.5,-63.54,32.53,0
6,0.5,25.62,32.53,0
6,0.5,2.22,32.53,0
6,0.5,-31.93,32.5,0
6,0.5,17.88,32.5,0
6,0.5,2.51,32.5,0
6,0.49,-55.95,32.5,0
6,0.49,37.65,32.53,0
6,0.49,8.32,32.53,0
6,0.49,0.8,32.53,0
6,0.5,-6.76,32.53,0
6,0.5,5.25,32.53,0
6,0.51,-13.9,32.53,0
6,0.51,-22.68,32.53,0
6,0.51,70.03,32.53,0
6,0.51,1.53,32.5,0
6,0.52,-30.34,32.5,0
6,0.5,-113.07,32.5,0
6,0.47,78.82,32.5,0
6,0.47,-17.52,32.55,0
6,0.46,311.01,32.55,0
6,0.46,131.81,32.55,0
6,0.48,-427.7,32.55,0
6,0.5,397.84,32.53,0
6,0.51,-432.27,32.53,0
6,0.5,-240.95,32.53,0
6,0.48,381.22,32.53,0
6,0.47,200.11,32.5,0
6,0.48,107.56,32.5,0
6,0.49,-235.76,32.5,0
6,0.48,-302.51,32.5,0
6,0.48,103.7,32.47,0
6,0.47,468.35,32.47,0
6,0.47,-1.99,32.47,0
6,0.48,164.33,32.47,0
6,0.49,-141.29,32.45,0
6,0.5,-397.25,32.45,0
6,0.52,-72.5,32.45,0
6,0.53,-11.32,32.45,0
6,0.54,-12.55,32.41,0
6,0.55,35.3,32.41,0
6,0.57,43.79,32.41,0
6,0.58,-53.92,32.41,0
6,0.57,13.74,32.39,0
6,0.57,1.74,32.39,0
6,0.57,20.08,32.39,0
6,0.57,13.99,32.39,0
6,0.57,-25.32,32.34,0
6,0.55,-41.09,32.34,0
6,0.56,1.19,32.34,0
6,0.55,-0.02,32.34,0
6,0.55,33.49,32.34,0
6,0.55,2.67,32.34,0
6,0.54,22.68,32.34,0
6,0.54,-21.96,32.34,0
6,0.54,-96.84,32.34,0
6,0.53,-193.96,32.34,0
6,0.54,60.83,32.34,0
6,0.55,489.85,32.34,0
6,0.57,-319.76,32.34,0
6,0.59,391.1,32.34,0
6,0.59,-214.9,32.34,0
6,0.62,227.86,32.34,0
6,0.64,72.29,32.39,0
6,0.65,-375.88,32.39,0
6,0.68,101.02,32.39,0
6,0.89,178.09,32.39,0
6,0.55,452.64,32.41,0
6,0.53,265.1,32.41,0
6,0.53,-152.42,32.41,0
6,0.52,-514.83,32.41,0
6,0.51,-153.49,32.39,0
6,0.51,7.58,32.39,0
6,0.51,39.74,32.39,0
6,0.52,-23.76,32.39,0
6,0.52,97.66,32.41,0
6,0.52,55.24,32.41,0
6,0.52,-23.31,32.41,0
6,0.5,14.75,32.41,0
6,0.49,-32.83,32.39,0
6,0.51,55.56,32.39,0
6,0.5,181.47,32.39,0
6,0.18,314.74,32.39,0
6,0.25,798.03,32.41,0
6,0.35,-452.12,32.41,0
6,0.6,-122.2,32.41,0
6,0.7,23.32,32.41,0
6,0.84,61.47,32.65,0
6,0.92,-10.67,32.65,0
6,0.93,-10.7,32.65,0
6,0.97,40.64,32.65,0
6,0.97,-97.09,32.71,0
6,0.96,-139.21,32.71,0
6,0.92,28.95,32.71,0
6,0.92,-15.72,32.71,0
6,0.95,15.69,32.75,0
6,0.92,-59.89,32.75,0
6,0.91,-147.33,32.75,0
6,0.9,202.58,32.75,0
6,0.89,-46.98,32.79,0
6,0.89,-21.29,32.79,0
6,0.0,-0.03,35.37,0
6,0.26,5.06,35.37,0
6,0.34,17.91,35.37,0
6,0.34,79.34,35.37,0
6,0.34,228.25,35.37,0
6,0.34,-486.5,35.37,0
6,0.34,-5.9,35.37,0
6,0.34,156.15,35.37,0
6,0.34,46.78,35.37,0
6,0.34,4.05,35.37,0
6,0.34,0.12,35.37,0
6,0.34,0.78,35.37,0
6,0.34,2.03,35.37,0
6,0.34,7.55,35.37,0
6,0.34,4.33,35.37,0
6,0.34,-58.63,35.37,0
6,0.34,15.07,35.37,0
6,0.34,10.12,35.37,0
6,0.34,-2.55,35.37,0
6,0.34,31.56,35.37,0
6,0.34,34.81,35.34,0
6,0.34,-69.05,35.34,0
6,0.34,-44.91,35.34,0
6,0.34,0.32,35.34,0
6,0.34,8.57,35.33,0
6,0.34,6.27,35.33,0
6,0.34,-7.49,35.33,0
6,0.34,17.4,35.33,0
6,0.34,28.08,35.33,0
6,0.34,16.33,35.33,0
6,0.34,16.7,35.33,0
6,0.34,4.6,35.33,0
6,0.34,29.77,35.33,0
6,0.34,47.69,35.33,0
6,0.34,-47.41,35.33,0
6,0.34,-184.23,35.33,0
6,0.34,51.12,35.33,0
6,0.34,93.57,35.33,0
6,0.34,197.47,35.33,0
6,0.34,-19.05,35.33,0
6,0.34,-41.69,35.34,0
6,0.34,63.97,35.34,0
6,0.34,-206.34,35.34,0
6,0.34,-19.82,35.34,0
6,0.34,10.84,35.33,0
6,0.34,1.53,35.33,0
6,0.33,-1.47,35.33,0
6,0.34,-20.81,35.33,0
6,0.34,38.3,35.33,0
6,0.34,9.7,35.33,0
6,0.34,-12.98,35.33,0
6,0.33,18.02,35.33,0
6,0.33,1.53,35.29,0
6,0.33,-6.37,35.29,0
6,0.33,8.16,35.29,0
6,0.33,16.39,35.29,0
6,0.33,-10.75,35.33,0
6,0.33,-8.79,35.33,0
6,0.33,9.14,35.33,0
6,0.33,4.14,35.33,0
6,0.33,-6.07,35.29,0
6,0.33,-8.46,35.29,0
6,0.33,8.64,35.29,0
6,0.33,10.58,35.29,0
6,0.33,-4.76,35.29,0
6,0.33,-16.85,35.29,0
6,0.33,10.33,35.29,0
6,0.33,24.43,35.29,0
6,0.33,2.48,35.27,0
6,0.33,-55.4,35.27,0
6,0.33,24.87,35.27,0
6,0.33,14.24,35.27,0
6,0.33,-2.0,35.27,0
6,0.33,-21.12,35.27,0
6,0.33,10.52,35.27,0
6,0.33,11.0,35.27,0
6,0.33,-9.88,35.29,0
6,0.33,-19.32,35.29,0
6,0.33,14.2,35.29,0
6,0.33,16.43,35.29,0
6,0.33,-16.57,35.29,0
6,0.34,-6.32,35.29,0
6,0.33,26.41,35.29,0
6,0.33,3.78,35.29,0
6,0.33,-50.99,35.27,0
6,0.33,-43.29,35.27,0
6,0.33,125.38,35.27,0
6,0.33,-43.04,35.27,0
6,0.33,-48.9,35.25,0
6,0.33,16.8,35.25,0
6,0.33,4.13,35.25,0
6,0.33,-20.19,35.25,0
6,0.33,9.45,35.25,0
6,0.33,18.88,35.25,0
6,0.33,3.93,35.25,0
6,0.33,-25.88,35.25,0
6,0.33,7.84,35.25,0
6,0.33,10.89,35.25,0
6,0.33,-8.61,35.25,0
6,0.33,-11.3,35.25,0
6,0.33,13.98,35.27,0
6,0.33,7.34,35.27,0
6,0.33,-13.07,35.27,0
6,0.33,-8.76,35.27,0
6,0.33,14.83,35.27,0
6,0.33,9.73,35.27,0
6,0.33,-11.36,35.27,0
6,0.33,-3.91,35.27,0
6,0.33,52.99,35.25,0
6,0.33,-39.71,35.25,0
6,0.33,16.88,35.25,0
6,0.34,-24.23,35.25,0
6,0.33,-85.14,35.25,0
6,0.33,155.96,35.25,0
6,0.33,122.41,35.25,0
6,0.33,-107.38,35.25,0
6,0.33,-6.71,35.23,0
6,0.33,95.17,35.23,0
6,0.0,-0.03,34.81,1
6,0.14,5.06,34.81,1
6,0.2,17.91,34.81,1
6,0.19,79.34,34.81,1
6,0.19,228.25,34.81,1
6,0.19,-486.5,34.81,1
6,0.19,-5.9,34.81,1
6,0.19,156.15,34.81,1
6,0.2,46.78,34.79,1
6,0.2,4.08,34.79,1
6,0.19,-0.35,34.79,1
6,0.2,-1.96,34.79,1
6,0.2,-4.72,34.77,1
6,0.19,-9.32,34.77,1
6,0.2,12.08,34.77,1
6,0.19,-4.52,34.77,1
6,0.2,-1.99,34.75,1
6,0.2,-12.12,34.75,1
6,0.2,4.29,34.75,1
6,0.2,26.94,34.75,1
6,0.2,53.87,34.73,1
6,0.2,-38.93,34.73,1
6,0.19,-59.02,34.73,1
6,0.2,-20.43,34.73,1
6,0.2,-40.03,34.73,1
6,0.2,90.97,34.73,1
6,0.2,42.91,34.73,1
6,0.2,-18.96,34.73,1
6,0.2,9.41,34.68,1
6,0.2,-10.67,34.68,1
6,0.2,-46.18,34.68,1
6,0.2,28.05,34.68,1
6,0.2,11.77,34.68,1
6,0.2,-44.42,34.68,1
6,0.2,36.0,34.68,1
6,0.2,24.19,34.68,1
6,0.2,-28.19,34.65,1
6,0.2,-12.42,34.65,1
6,0.2,5.83,34.65,1
6,0.2,23.65,34.65,1
6,0.2,-37.67,34.63,1
6,0.2,25.99,34.63,1
6,0.2,19.42,34.63,1
6,0.2,-40.34,34.63,1
6,0.2,49.98,34.61,1
6,0.2,28.52,34.61,1
6,0.2,-104.04,34.61,1
6,0.2,-15.4,34.61,1
6,0.2,15.75,34.63,1
6,0.2,-40.01,34.63,1
6,0.2,45.99,34.63,1
6,0.2,18.28,34.63,1
6,0.2,-26.04,34.59,1
6,0.2,31.6,34.59,1
6,0.2,24.25,34.59,1
6,0.2,-20.09,34.59,1
6,0.2,7.18,34.59,1
6,0.2,29.02,34.59,1
6,0.2,-16.53,34.59,1
6,0.2,-46.52,34.59,1
6,0.2,28.38,34.59,1
6,0.2,-28.12,34.59,1
6,0.2,-18.89,34.59,1
6,0.2,-12.11,34.59,1
6,0.2,30.77,34.55,1
6,0.2,21.89,34.55,1
6,0.2,-47.36,34.55,1
6,0.2,35.66,34.55,1
6,0.2,19.25,34.55,1
6,0.2,-30.75,34.55,1
6,0.2,-8.77,34.55,1
6,0.2,16.4,34.55,1
6,0.2,-17.21,34.55,1
6,0.2,-36.53,34.55,1
6,0.2,41.01,34.55,1
6,0.2,11.69,34.55,1
6,0.2,-53.84,34.55,1
6,0.2,34.37,34.55,1
6,0.2,9.91,34.55,1
6,0.2,-44.62,34.55,1
6,0.2,26.82,34.55,1
6,0.2,17.38,34.55,1
6,0.2,-22.98,34.55,1
6,0.2,-6.06,34.55,1
6,0.2,13.6,34.53,1
6,0.2,8.98,34.53,1
6,0.2,-38.41,34.53,1
6,0.2,26.2,34.53,1
6,0.2,15.76,34.55,1
6,0.2,-28.32,34.55,1
6,0.2,39.67,34.55,1
6,0.2,-41.07,34.55,1
6,0.2,-22.05,34.55,1
6,0.2,-33.8,34.55,1
6,0.2,34.69,34.55,1
6,0.2,16.68,34.55,1
6,0.2,-20.47,34.55,1
6,0.2,-4.77,34.55,1
6,0.2,19.15,34.55,1
6,0.2,43.47,34.55,1
6,0.2,-26.75,34.5,1
6,0.2,3.36,34.5,1
6,0.2,57.44,34.5,1
6,0.2,-123.74,34.5,1
6,0.2,27.22,34.5,1
6,0.2,36.94,34.5,1
6,0.2,-16.19,34.5,1
6,0.2,65.57,34.5,1
6,0.2,-18.05,34.49,1
6,0.2,-43.73,34.49,1
6,0.2,-1.92,34.49,1
6,0.2,117.97,34.49,1
6,0.2,34.41,34.5,1
6,0.2,-23.59,34.5,1
6,0.2,-112.5,34.5,1
6,0.2,-33.81,34.5,1
6,0.2,160.99,34.53,1
6,0.2,-54.76,34.53,1
6,0.0,-0.03,34.66,0
6,0.69,5.06,34.66,0
6,0.83,17.91,34.66,0
6,0.63,79.34,34.66,0
6,0.62,228.25,34.66,0
6,0.62,-486.5,34.66,0
6,0.62,-5.9,34.66,0
6,0.62,156.15,34.66,0
6,0.62,46.78,34.66,0
6,0.62,4.04,34.66,0
6,0.61,-0.29,34.66,0
6,0.61,-0.99,34.66,0
6,0.61,-7.11,34.73,0
6,0.61,-14.37,34.73,0
6,0.61,33.44,34.73,0
6,0.6,-8.39,34.73,0
6,0.6,-14.55,34.71,0
6,0.61,-1.76,34.71,0
6,0.6,2.72,34.71,0
6,0.6,12.98,34.71,0
6,0.6,-10.27,34.73,0
6,0.6,5.18,34.73,0
6,0.59,16.46,34.73,0
6,0.59,0.19,34.73,0
6,0.59,-17.51,34.73,0
6,0.59,11.36,34.73,0
6,0.59,10.91,34.73,0
6,0.59,-28.19,34.73,0
6,0.59,8.17,34.75,0
6,0.59,16.77,34.75,0
6,0.59,5.36,34.75,0
6,0.59,-30.89,34.75,0
6,0.59,4.09,34.75,0
6,0.59,18.39,34.75,0
6,0.59,34.02,34.75,0
6,0.58,-8.11,34.75,0
6,0.58,-38.57,34.75,0
6,0.58,-6.72,34.75,0
6,0.58,-13.99,34.75,0
6,0.58,6.98,34.75,0
6,0.58,12.22,34.77,0
6,0.58,8.52,34.77,0
6,0.58,-13.2,34.77,0
6,0.58,2.3,34.77,0
6,0.57,1.71,34.79,0
6,0.57,-7.73,34.79,0
6,0.57,17.03,34.79,0
6,0.57,-25.56,34.79,0
6,0.57,2.46,34.77,0
6,0.56,-8.68,34.77,0
6,0.56,8.07,34.77,0
6,0.56,-27.13,34.77,0
6,0.56,17.94,34.81,0
6,0.56,11.53,34.81,0
6,0.56,-4.96,34.81,0
6,0.56,-18.58,34.81,0
6,0.56,-17.64,34.79,0
6,0.56,42.0,34.79,0
6,0.56,14.46,34.79,0
6,0.56,2.84,34.79,0
6,0.56,-18.16,34.81,0
6,0.55,14.59,34.81,0
6,0.55,12.66,34.81,0
6,0.55,-1.59,34.81,0
6,0.55,17.82,34.81,0
6,0.55,-5.33,34.81,0
6,0.55,-8.47,34.81,0
6,0.55,-19.7,34.81,0
6,0.55,16.38,34.77,0
6,0.55,19.17,34.77,0
6,0.55,-3.85,34.77,0
6,0.55,-35.19,34.77,0
6,0.55,-10.04,34.81,0
6,0.55,5.94,34.81,0
6,0.55,2.93,34.81,0
6,0.55,-15.38,34.81,0
6,0.55,-32.2,34.81,0
6,0.55,18.97,34.81,0
6,0.55,46.02,34.81,0
6,0.54,-29.28,34.81,0
6,0.54,-29.15,34.81,0
6,0.54,-17.24,34.81,0
6,0.54,43.68,34.81,0
6,0.54,-13.56,34.81,0
6,0.54,-43.94,34.81,0
6,0.54,30.01,34.81,0
6,0.54,54.72,34.81,0
6,0.54,-31.81,34.81,0
6,0.54,-32.05,34.81,0
6,0.54,12.18,34.81,0
6,0.54,12.54,34.81,0
6,0.54,17.99,34.81,0
6,0.53,46.16,34.81,0
6,0.54,19.29,34.81,0
6,0.53,-12.89,34.81,0
6,0.54,17.59,34.81,0
6,0.54,29.65,34.81,0
6,0.54,-12.23,34.81,0
6,0.54,-14.48,34.81,0
6,0.53,25.42,34.81,0
6,0.53,3.95,34.83,0
6,0.53,-4.45,34.83,0
6,0.53,-16.59,34.83,0
6,0.53,-8.16,34.83,0
6,0.53,-2.31,34.84,0
6,0.53,-11.86,34.84,0
6,0.52,-23.95,34.84,0
6,0.52,8.07,34.84,0
6,0.51,12.18,34.81,0
6,0.5,9.33,34.81,0
6,0.49,-0.32,34.81,0
6,0.49,-41.25,34.81,0
6,0.49,-84.36,34.83,0
6,0.49,-14.4,34.83,0
6,0.49,10.25,34.83,0
6,0.49,-18.49,34.83,0
6,0.48,45.81,34.83,0
6,0.48,10.85,34.83,0
6,0.0,-0.03,33.49,0
6,0.29,5.06,33.49,0
6,0.33,17.91,33.49,0
6,0.31,79.34,33.49,0
6,0.31,228.25,33.49,0
6,0.3,-486.5,33.49,0
6,0.3,-5.9,33.49,0
6,0.3,156.15,33.49,0
6,0.3,46.78,33.49,0
6,0.3,4.05,33.49,0
6,0.29,0.15,33.49,0
6,0.29,0.76,33.49,0
6,0.29,3.41,33.5,0
6,0.29,13.52,33.5,0
6,0.29,15.0,33.5,0
6,0.29,-11.98,33.5,0
6,0.29,13.1,33.49,0
6,0.29,59.64,33.49,0
6,0.32,39.97,33.49,0
6,0.34,-191.97,33.49,0
6,0.34,56.99,33.49,0
6,0.27,69.86,33.49,0
6,0.25,-50.08,33.49,0
6,0.25,-138.61,33.49,0
6,0.25,12.19,33.47,0
6,0.25,0.26,33.47,0
6,0.25,33.72,33.47,0
6,0.25,23.74,33.47,0
6,0.25,-19.12,33.49,0
6,0.28,-12.4,33.49,0
6,0.29,88.15,33.49,0
6,0.3,-85.65,33.49,0
6,0.29,-13.48,33.47,0
6,0.3,-80.38,33.47,0
6,0.3,-60.6,33.47,0
6,0.31,7.86,33.47,0
6,0.31,43.02,33.45,0
6,0.32,91.44,33.45,0
6,0.32,-64.57,33.45,0
6,0.33,11.97,33.45,0
6,0.34,28.34,33.45,0
6,0.34,17.27,33.45,0
6,0.33,45.81,33.45,0
6,0.33,-65.65,33.45,0
6,0.32,89.68,33.45,0
6,0.3,-18.58,33.45,0
6,0.26,30.72,33.45,0
6,0.25,-137.68,33.45,0
6,0.23,118.18,33.45,0
6,0.06,-50.89,33.45,0
6,0.03,9.68,33.45,0
6,0.03,13.79,33.45,0
6,0.03,7.2,33.45,0
6,0.03,-84.57,33.45,0
6,0.03,7.6,33.45,0
6,0.03,-16.35,33.45,0
6,0.03,-94.46,33.49,0
6,0.03,-7.16,33.49,0
6,0.14,51.37,33.49,0
6,0.29,-50.82,33.49,0
6,0.19,-77.83,33.47,0
6,0.03,-199.44,33.47,0
6,0.03,-6.47,33.47,0
6,0.03,240.28,33.47,0
6,0.04,113.59,33.49,0
6,0.03,45.22,33.49,0
6,0.07,-151.71,33.49,0
6,0.19,-50.1,33.49,0
6,0.22,191.83,33.49,0
6,0.22,-340.29,33.49,0
6,0.21,95.2,33.49,0
